POST_ID,id,dmexco_related,reason
7238843028843503617,'7238843028843503617',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO24, which refers to the DMEXCO event in 2024. The post also includes details about attending, promoting, and advertising event features."
7192099013691604993,'7192099013691604993',no,"The post date is 2024-05-03, which is not within 12 months before or after the event date of September 18, 2024. Additionally, the content of the post does not mention or indicate any relation to the DMEXCO event."
7249403043056644097,'7249403043056644097',no,"The post date is October 8, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242233220828647425,'7242233220828647425',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions DMEXCO - Digital Marketing Expo & Conference, Kameleoon's participation, planned meetings, a Masterclass with adesso SE, and OMR awards. These details indicate that the post is related to the DMEXCO 2024 event."
7236674370960576512,'7236674370960576512',yes,"The post date is within 12 months before the event date. The post mentions the event name 'DMEXCO' and provides details about the event, including the date and topic of the masterclass. It also expresses excitement about being on stage with speakers from L’Oréal. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7239678556119687168,'7239678556119687168',yes,"The post mentions attending DMEXCO 2024, connecting with industry leaders, partners, and innovators, exploring the future of digital marketing and tech, and heading to DMEXCO - Digital Marketing Expo & Conference 2024 in Cologne on September 18-19. The post also includes relevant hashtags such as #DMEXCO, #Networking, #DigitalInnovation, #MarketingTech, #DMEXCO2024, #AdTech, #Innovation, and #VDOAI."
7254676442439974913,'7254676442439974913',no,"The post date is October 23, 2024, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7057660639833419776,'7057660639833419776',no,"The post date is April 28, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7122322742833549313,'7122322742833549313',no,"The post date is October 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7100108391682822144,'7100108391682822144',no,"The post date is August 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7059185475344818176,'7059185475344818176',no,The post date is outside the acceptable range of 12 months before or after the event date.
6981139442065412097,'6981139442065412097',no,"The post date is September 29, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110641741782753281,'7110641741782753281',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6973256912121262080,'6973256912121262080',no,"The post date is September 7, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7194315312987602944,'7194315312987602944',no,"The post date is May 9, 2024, which is more than 4 months before the event date of September 18, 2024. The post is related to the Vervaunt Pulse Event on May 30, 2024, and does not mention DMEXCO 2024."
7236367398168121345,'7236367398168121345',yes,The post is related to DMEXCO 2024 because it mentions the event hashtag #dmexco2024 and invites people to join at the MicrosoftAdvertising booth in hall 6. The post date is within 12 months before the event date.
6882622422470787072,'6882622422470787072',no,"The post date is December 31, 2021, which is not within 12 months before or after the event date of September 18, 2024. Additionally, the content of the post does not mention or indicate any relation to the DMEXCO 2024 event."
7130232720323944448,'7130232720323944448',no,"The post date is November 14, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7236404169664794626,'7236404169664794626',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, expresses excitement about being part of the event, and provides details about the event such as the dates, location, and booth number. The post also promotes networking opportunities and mentions a specific event happening on September 18, 2024. Therefore, it can be concluded that the post is related to DMEXCO 2024."
7199308443222982656,'7199308443222982656',no,"The post date is May 23, 2024, which is before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244676900046913536,'7244676900046913536',yes,"The post date is within 12 months after the event date (September 25, 2024), and the post explicitly mentions DMEXCO 2024, discussing the highlights, central themes, and encouraging others to share their insights from the event."
7242401473328783360,'7242401473328783360',yes,"The post date is within 12 months after the event date. The post mentions speaking at DMEXCO 2024 in Cologne and discusses topics related to the event, such as the regulation of crypto assets in Europe and the potential of tokenized financial instruments. Therefore, the post is related to the DMEXCO 2024 event."
